SPECIES,COMMON,SOURCE,DATATYPE,TAG,TAGNO,TAGEVENT,TAGTYPE,LATDEC,LONDEC,DATE,MONTH,DAY,YEAR,FL_CM,FL_DET,PCL_CM,PCL_DET,TL_CM,TL_DET,STL_CM,STL_DET,LENGTHS_DET,LIFESTAGE_AUTHOR,LIFESTAGE_HMS_EFH,WT_A,WT_A_UNITS,WT_DET,WT_KG,DRESSED WT (lb),SEX,OCC,GEAR,LOC,NOTES,Source ID,SourceFile
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287509,,M,39.883,-73.200,,6,24,2006,86.1,CALC,,,102.0,EST,,,,,neo,23.0,KG,EST,23.0,,F,REC,RR,,,287509,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287505,,M,39.883,-73.200,,7,28,2006,102.9,CALC,,,122.0,EST,,,,,neo,,,,,,F,REC,RR,,,287505,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287479,,M,38.438,-74.113,,6,13,2008,137.2,EST,,,152.4,EST,,,,,juv,36.3,KG,EST,36.3,,U,REC,RR,,,287479,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287478,,M,38.433,-74.132,,6,13,2008,152.4,EST,,,167.6,EST,,,,,juv,54.4,KG,EST,54.4,,U,REC,RR,,,287478,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287474,,M,38.450,-74.300,,6,6,2006,134.7,CALC,,,160.0,EST,,,,,juv,29.0,KG,EST,29.0,,U,REC,RR,,,287474,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287449,,M,40.817,-71.800,,8,22,2003,51.7,CALC,,,61.0,EST,,,,,neo,,,,,,F,REC,RR,,,287449,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287430,,M,40.550,-72.150,,8,23,2003,107.0,EST,,,117.1,CALC,,,,,juv,25.0,KG,EST,25.0,,F,REC,RR,,,287430,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287419,,M,40.550,-71.433,,8,15,2003,76.9,CALC,,,91.0,EST,,,,,neo,,,,,,U,REC,RR,,,287419,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287412,,M,40.917,-71.500,,8,17,2007,111.3,CALC,,,132.0,EST,,,,,juv,,,,,,F,REC,RR,,,287412,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,287407,,M,34.417,-76.033,,2,8,2006,129.0,MEAS,,,140.8,CALC,,,,,juv,,,,,,M,OBS,LL,,,287407,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,POP,O,Y,287407,R,,34.317,-75.933,,2,7,2006,129.0,FL_MEAS,,,,N,,,Straight  ,NP,juv,NP,NP,,,35,M,OBS,NS,,,,SMA_POP.xlsx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287407,,M,41.000,-70.517,,8,12,2005,83.0,EST,,,91.0,EST,,,,,neo,18.0,KG,EST,18.0,,M,REC,RR,,,287407,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287403,,M,40.917,-70.867,,7,20,2007,128.0,CALC,,,152.0,EST,,,,,juv,68.0,KG,EST,68.0,,U,REC,RR,,,287403,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287380,,M,39.317,-73.683,,6,25,2005,120.5,CALC,,,131.6,CALC,,,,,juv,18.0,KG,EST,18.0,,U,REC,RR,,,287380,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287364,,M,40.867,-71.217,,7,22,2004,175.8,CALC,,,191.2,CALC,,,,,juv,59.0,KG,EST,59.0,,F,REC,RR,,,287364,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287363,,M,40.867,-71.217,,7,21,2004,147.5,CALC,,,160.7,CALC,,,,,juv,34.0,KG,EST,34.0,,M,REC,RR,,,287363,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287359,,M,40.783,-71.567,,6,23,2004,120.5,CALC,,,131.6,CALC,,,,,juv,18.0,KG,EST,18.0,,U,REC,RR,,,287359,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287350,,M,40.783,-71.633,,7,6,2004,150.2,CALC,,,163.6,CALC,,,,,juv,36.0,KG,EST,36.0,,M,REC,RR,,,287350,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287345,,M,40.833,-71.633,,8,4,2003,103.0,CALC,,,112.8,CALC,,,,,neo,11.0,KG,EST,11.0,,F,REC,RR,,,287345,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287338,,M,41.100,-71.300,,9,11,2004,96.0,MEAS,,,105.2,CALC,,,,,neo,9.0,KG,EST,9.0,,F,REC,RR,,,287338,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287337,,M,41.150,-71.283,,9,7,2004,137.0,EST,,,149.4,CALC,,,,,juv,,,,,,M,REC,RR,,,287337,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287259,,M,40.850,-71.350,,8,21,2003,86.0,MEAS,,,94.5,CALC,,,,,neo,,,,,,M,REC,RR,,,287259,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287249,,M,40.100,-72.800,,7,3,2004,112.0,EST,,,122.5,CALC,,,,,juv,,,,,,M,REC,RR,,,287249,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287246,,M,40.100,-72.800,,7,3,2004,137.0,EST,,,149.4,CALC,,,,,juv,,,,,,M,REC,RR,,,287246,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287219,,M,40.850,-71.583,,8,27,2004,76.9,CALC,,,91.0,EST,,,,,neo,9.0,KG,EST,9.0,,F,REC,RR,,,287219,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287215,,M,40.850,-71.417,,8,16,2003,115.4,CALC,,,137.0,EST,,,,,juv,29.0,KG,EST,29.0,,M,REC,RR,,,287215,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287206,,M,40.350,-73.083,,6,19,2004,122.0,MEAS,,,133.2,CALC,,,,,juv,,,,,,U,REC,RR,,,287206,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287066,,M,40.300,-72.033,,6,26,2009,139.8,EST,,,152.4,EST,,,,,juv,28.7,KG,CALC,28.7,,U,REC,RR,,,287066,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,287048,,M,43.000,-43.000,,8,16,2006,170.0,MEAS,,,184.9,CALC,,,,,juv,,,,,,F,COM,LL,,,287048,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287048,,M,41.050,-70.883,,8,13,2003,152.0,EST,,,165.5,CALC,,,,,juv,36.0,KG,EST,36.0,,F,BIO,RR,,,287048,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287022,,M,41.117,-70.917,,8,18,2004,124.0,EST,,,135.4,CALC,,,,,juv,,,,,,F,BIO,RR,,,287022,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,287020,,M,41.050,-70.883,,8,13,2003,91.0,EST,,,99.8,CALC,,,,,neo,,,,,,U,BIO,FREE SWIMMING,,,287020,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286979,,M,40.717,-71.683,,9,14,2003,122.0,EST,,,133.2,CALC,,,,,juv,,,,,,F,REC,RR,,,286979,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286978,,M,40.717,-71.683,,9,14,2003,137.0,EST,,,149.4,CALC,,,,,juv,,,,,,F,REC,RR,,,286978,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286973,,M,40.150,-72.667,,6,30,2004,109.6,CALC,,,130.0,EST,,,,,juv,34.0,KG,EST,34.0,,F,REC,RR,,,286973,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286933,,M,40.150,-70.250,,7,15,2005,98.0,EST,,,107.0,EST,,,,,neo,,,,,,U,REC,RR,,,286933,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286895,,M,38.517,-28.967,,9,2,2003,63.4,CALC,,,75.0,MEAS,,,,,neo,,,,,,F,BIO,LL,,,286895,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286867,,M,37.583,-25.067,,9,10,2003,75.2,CALC,,,89.0,MEAS,,,,,neo,,,,,,M,BIO,LL,,,286867,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286799,,M,40.250,-72.617,,7,18,2004,111.3,CALC,,,132.0,MEAS,,,,,juv,,,,,,F,REC,RR,,,286799,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286789,,M,40.267,-72.483,,7,7,2007,127.0,EST,,,138.6,CALC,,,,,juv,,,,,,F,REC,RR,,,286789,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286785,,M,40.183,-73.033,,7,21,2007,102.9,CALC,,,122.0,EST,,,,,neo,,,,,,F,REC,RR,,,286785,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286756,,M,40.800,-70.900,,7,11,2004,115.4,CALC,,,137.0,EST,,,,,juv,27.0,KG,EST,27.0,,U,REC,RR,,,286756,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286752,,M,40.800,-70.917,,7,11,2004,128.0,CALC,,,152.0,EST,,,,,juv,45.0,KG,EST,45.0,,U,REC,RR,,,286752,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286747,,M,40.467,-72.933,,7,22,2006,137.0,EST,,,149.4,CALC,,,,,juv,32.0,KG,EST,32.0,,U,REC,RR,,,286747,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286732,,M,39.800,-73.450,,6,25,2004,64.3,CALC,,,76.0,EST,,,,,neo,9.0,KG,EST,9.0,,U,REC,RR,,,286732,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286708,,M,40.183,-73.017,,6,19,2004,137.0,EST,,,149.4,CALC,,,,,juv,36.0,KG,EST,36.0,,M,REC,RR,,,286708,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286700,,M,40.383,-72.900,,7,24,2005,66.0,EST,,,72.9,CALC,,,,,neo,7.0,KG,EST,7.0,,F,REC,RR,,,286700,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286689,,M,38.667,-74.350,,6,23,2006,152.0,EST,,,165.5,CALC,,,,,juv,45.0,KG,EST,45.0,,U,REC,RR,,,286689,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286688,,M,38.667,-74.333,,6,23,2006,122.0,EST,,,133.2,CALC,,,,,juv,23.0,KG,EST,23.0,,U,REC,RR,,,286688,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,286687,,M,37.000,-74.583,,6,8,2008,188.0,MEAS,,,204.3,CALC,,,,,juv,68.0,KG,EST,68.0,,F,REC,RR,,,286687,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286687,,M,38.637,-74.397,,6,23,2006,121.9,EST,,,137.2,EST,,,,,juv,18.1,KG,EST,18.1,,F,REC,RR,,,286687,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286686,,M,38.633,-74.400,,6,17,2006,122.0,EST,,,133.2,CALC,,,,,juv,18.0,KG,EST,18.0,,M,REC,RR,,,286686,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286685,,M,38.633,-74.400,,6,17,2006,152.0,EST,,,165.5,CALC,,,,,juv,32.0,KG,EST,32.0,,U,REC,RR,,,286685,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286683,,M,38.817,-74.150,,6,19,2004,152.0,EST,,,165.5,CALC,,,,,juv,34.0,KG,EST,34.0,,F,REC,RR,,,286683,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286682,,M,38.550,-74.517,,6,8,2004,107.0,EST,,,117.1,CALC,,,,,juv,18.0,KG,EST,18.0,,F,REC,RR,,,286682,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286669,,M,40.833,-71.383,,8,8,2004,115.4,CALC,,,137.0,EST,,,,,juv,27.0,KG,EST,27.0,,U,REC,RR,,,286669,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286667,,M,40.833,-71.383,,8,8,2004,83.0,EST,,,91.0,EST,,,,,neo,9.0,KG,EST,9.0,,U,REC,RR,,,286667,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286659,,M,38.650,-73.883,,6,9,2006,122.0,EST,,,133.2,CALC,,,,,juv,41.0,KG,EST,41.0,,U,REC,RR,,,286659,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286655,,M,38.650,-74.033,,6,19,2004,140.0,EST,,,152.6,CALC,,,,,juv,41.0,KG,EST,41.0,,U,REC,RR,,,286655,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,286624,,M,35.400,-46.500,,4,14,2006,170.0,MEAS,,,184.9,CALC,,,,,juv,,,,,,M,COM,LL,,,286624,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286624,,M,40.133,-72.917,,7,19,2003,152.0,EST,,,165.5,CALC,,,,,juv,45.0,KG,EST,45.0,,M,REC,RR,,,286624,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,286618,,M,38.283,-74.100,,6,8,2006,125.0,EST,,,136.5,CALC,,,,,juv,,,,,,U,REC,RR,,,286618,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286618,,M,40.200,-72.917,,7,16,2005,111.0,EST,,,122.0,EST,,,,,juv,23.0,KG,EST,23.0,,U,REC,RR,,,286618,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286588,,M,40.667,-71.483,,8,8,2003,25.0,EST,,,28.8,CALC,,,,,neo,3.0,KG,EST,3.0,,M,REC,RR,,,286588,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286549,,M,40.382,-73.147,,7,25,2014,111.5,EST,,,121.9,EST,,,,,juv,27.2,KG,EST,27.2,,F,REC,RR,,,286549,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,286524,,M,34.417,-76.033,,2,8,2006,107.0,MEAS,,,117.1,CALC,,,,,juv,,,,,,M,OBS,LL,,,286524,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,POP,O,Y,286524,R,,34.317,-75.933,,2,7,2006,107.0,FL_MEAS,,,,N,,,Straight  ,NP,juv,NP,NP,,,17,M,OBS,NS,,,,SMA_POP.xlsx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286524,,M,40.533,-73.533,,8,27,2005,61.0,EST,,,67.5,CALC,,,,,neo,7.0,KG,EST,7.0,,M,REC,RR,,,286524,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286515,,M,40.117,-73.367,,7,24,2005,90.3,CALC,,,107.0,EST,,,,,neo,,,,,,U,REC,RR,,,286515,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286511,,M,40.950,-71.633,,8,16,2003,56.0,EST,,,62.1,CALC,,,,,neo,4.0,KG,EST,4.0,,U,REC,RR,,,286511,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286466,,M,40.933,-70.467,,7,16,2004,91.0,EST,,,99.8,CALC,,,,,neo,,,,,,U,REC,RR,,,286466,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286439,,M,40.900,-71.500,,7,23,2004,76.0,MEAS,,,83.7,CALC,,,,,neo,7.0,KG,EST,7.0,,F,REC,RR,,,286439,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,286433,,M,37.000,-56.167,,4,19,2005,185.0,EST,,,201.1,CALC,,,,,juv,,,,,,U,COM,LL,,,286433,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286433,,M,40.850,-71.417,,8,3,2003,125.0,EST,,,137.0,EST,,,,,juv,36.0,KG,EST,36.0,,U,REC,RR,,,286433,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286428,,M,38.933,-73.917,,7,10,2004,115.4,CALC,,,137.0,EST,,,,,juv,,,,,,F,REC,RR,,,286428,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,286421,,M,19.817,-78.100,,4,14,2010,172.0,EST,,,180.0,EST,,,,,juv,55.0,KG,EST,55.0,,F,COM,LL,,,286421,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286421,,M,38.988,-73.915,,7,2,2004,125.7,EST,,,137.2,EST,,,,,juv,22.7,KG,EST,22.7,,F,REC,RR,,,286421,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286420,,M,38.967,-73.917,,7,2,2004,128.0,CALC,,,152.0,EST,,,,,juv,29.0,KG,EST,29.0,,F,REC,RR,,,286420,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286394,,M,40.817,-71.517,,7,19,2003,76.9,CALC,,,91.0,EST,,,,,neo,11.0,KG,EST,11.0,,F,REC,RR,,,286394,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286370,,M,40.933,-71.667,,8,19,2004,51.7,CALC,,,61.0,EST,,,,,neo,,,,,,U,REC,RR,,,286370,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286368,,M,40.667,-71.700,,8,28,2003,94.5,CALC,,,112.0,EST,,,,,neo,,,,,,F,REC,RR,,,286368,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,286336,,M,35.517,-74.733,,3,12,2006,137.0,EST,,,149.4,CALC,,,,,juv,,,,,,F,COM,LL,,,286336,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286336,,M,40.817,-71.633,,7,13,2003,97.0,EST,,,107.0,EST,,,,,neo,,,,,,F,REC,RR,,,286336,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286334,,M,40.950,-71.633,,8,7,2003,90.3,CALC,,,107.0,EST,,,,,neo,,,,,,U,REC,RR,,,286334,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286333,,M,40.950,-71.617,,8,3,2003,98.7,CALC,,,117.0,EST,,,,,neo,,,,,,F,REC,RR,,,286333,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286331,,M,40.950,-71.633,,8,12,2003,90.3,CALC,,,107.0,EST,,,,,neo,,,,,,F,REC,RR,,,286331,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286268,,M,40.917,-71.167,,7,10,2004,168.0,MEAS,,,182.8,CALC,,,,,juv,45.0,KG,EST,45.0,,F,REC,RR,,,286268,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286255,,M,40.950,-71.383,,9,7,2003,115.4,CALC,,,137.0,EST,,,,,juv,25.0,KG,EST,25.0,,U,REC,RR,,,286255,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286225,,M,40.167,-72.833,,7,17,2003,94.5,CALC,,,112.0,EST,,,,,neo,18.0,KG,EST,18.0,,U,REC,RR,,,286225,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286222,,M,40.933,-71.717,,9,20,2003,102.9,CALC,,,122.0,EST,,,,,neo,,,,,,F,REC,RR,,,286222,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286209,,M,36.900,-8.167,,9,24,2003,90.0,MEAS,,,98.8,CALC,,,,,neo,10.0,KG,EST,10.0,,F,REC,RR,,,286209,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286207,,M,36.917,-8.150,,10,14,2003,90.0,EST,,,98.8,CALC,,,,,neo,12.0,KG,EST,12.0,,F,REC,RR,,,286207,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286204,,M,36.900,-8.183,,9,29,2003,80.0,EST,,,88.0,CALC,,,,,neo,5.0,KG,EST,5.0,,F,REC,RR,,,286204,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286198,,M,36.900,-8.150,,8,20,2003,85.0,MEAS,,,93.4,CALC,,,,,neo,6.0,KG,MEAS,6.0,,M,REC,RR,,,286198,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286197,,M,36.900,-8.183,,8,20,2003,70.0,MEAS,,,77.2,CALC,,,,,neo,5.0,KG,EST,5.0,,M,REC,RR,,,286197,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286196,,M,36.883,-8.200,,8,19,2003,75.0,MEAS,,,82.6,CALC,,,,,neo,5.0,KG,EST,5.0,,M,REC,RR,,,286196,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,286191,,M,33.900,-7.633,,6,7,2004,120.0,EST,,,131.1,CALC,,,,,juv,,,,,,F,NR,NR,,,286191,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286191,,M,36.900,-8.100,,8,17,2003,85.0,MEAS,,,93.4,CALC,,,,,neo,5.0,KG,EST,5.0,,F,REC,RR,,,286191,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286173,,M,38.500,-74.217,,6,25,2004,122.0,EST,,,133.2,CALC,,,,,juv,,,,,,F,REC,RR,,,286173,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286151,,M,37.400,-74.500,,6,16,2006,152.0,EST,,,165.5,CALC,,,,,juv,,,,,,U,REC,RR,,,286151,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,286144,,M,34.500,-52.383,,2,6,2005,150.0,EST,,,163.4,CALC,,,,,juv,,,,,,F,COM,LL,,,286144,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286144,,M,39.467,-73.550,,7,1,2004,122.0,EST,,,133.2,CALC,,,,,juv,39.0,KG,EST,39.0,,F,REC,RR,,,286144,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286135,,M,39.633,-73.450,,7,15,2003,61.0,EST,,,67.5,CALC,,,,,neo,11.0,KG,EST,11.0,,M,REC,RR,,,286135,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286125,,M,40.067,-73.133,,6,18,2004,102.9,CALC,,,122.0,EST,,,,,neo,23.0,KG,EST,23.0,,U,REC,RR,,,286125,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286122,,M,38.483,-74.200,,5,30,2011,125.7,EST,,,137.2,EST,,,,,juv,27.2,KG,EST,27.2,,U,REC,RR,,,286122,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286081,,M,39.971,-73.269,,7,28,2008,125.7,EST,,,137.2,EST,,,,,juv,21.6,KG,EST,21.6,,U,REC,RR,,,286081,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286080,,M,40.297,-73.274,,8,3,2008,125.7,EST,,,137.2,EST,,,,,juv,22.7,KG,EST,22.7,,F,REC,RR,,,286080,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,286076,,M,40.289,-73.260,,8,3,2008,62.0,EST,,,68.6,EST,,,,,neo,5.0,KG,EST,5.0,,F,REC,RR,,,286076,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,285797,,M,36.967,-8.717,,7,8,2005,80.0,EST,,,88.0,CALC,,,,,neo,15.0,KG,EST,15.0,,M,REC,RR,,,285797,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,285782,,M,37.667,-9.383,,12,3,2007,176.0,MEAS,,,191.4,CALC,,,,,juv,,,,,,U,COM,LL,,,285782,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,285782,,M,36.967,-8.717,,9,19,2006,147.0,EST,,,160.0,EST,,,,,juv,60.0,KG,EST,60.0,,U,REC,RR,,,285782,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,285781,,M,33.900,-40.017,,3,6,2007,155.0,MEAS,,,168.8,CALC,,,,,juv,,,,,,U,COM,LL,,,285781,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,285781,,M,36.967,-8.717,,9,15,2006,137.0,EST,,,150.0,EST,,,,,juv,30.0,KG,EST,30.0,,U,REC,RR,,,285781,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,285777,,M,36.967,-8.717,,7,24,2006,160.0,EST,,,174.1,CALC,,,,,juv,50.0,KG,EST,50.0,,F,REC,RR,,,285777,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,285765,,M,36.967,-8.717,,6,25,2006,130.0,EST,,,141.8,CALC,,,,,juv,25.0,KG,EST,25.0,,F,REC,RR,,,285765,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,285689,,M,34.150,-46.733,,2,28,2012,170.0,MEAS,,,184.9,CALC,,,,,juv,53.1,KG,CALC,53.1,,F,COM,LL,,,285689,SMA_COASTSPAN.xlslx
