SPECIES,COMMON,SOURCE,DATATYPE,TAG,TAGNO, ,TAGEVENT,TAGTYPE,LATDEC,LONDEC,DATE,MONTH,DAY,YEAR,FL_CM,FL_DET,PCL_CM,PCL_DET,TL_CM,TL_DET,STL_CM,STL_DET,SL_CM,SL_DET,LENGTHS_DET,LIFESTAGE_AUTHOR,LIFESTAGE_HMS_EFH,WT_A,WT_A_UNITS,WT_DET,WT_KG,SEX,OCC,GEAR,LOC,NOTES,Source ID,SourceFile
Carcharhinus limbatus,Blacktip,CSTP,T,,290479, ,,M,37.1,-75.733,6/7/04,6,7,2004,137.1,CALC,,,165,MEAS,,,,,,,adu,,,,,M,BIO,LL,,,290479,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290574, ,,M,31.283,-80.05,5/5/04,5,5,2004,140,EST,,,168.5,CALC,,,,,,,adu,,,,,M,BIO,LL,,,290574,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290581, ,,M,31.483,-80.25,5/5/04,5,5,2004,153,EST,,,184,CALC,,,,,,,adu,,,,,M,BIO,LL,,,290581,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290589, ,,M,31.583,-80.883,5/6/04,5,6,2004,136,MEAS,,,163.7,CALC,,,,,,,adu,,,,,M,BIO,LL,,,290589,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290597, ,,M,31.733,-80.7,5/6/04,5,6,2004,131,EST,,,157.7,CALC,,,,,,,adu,,,,,F,BIO,LL,,,290597,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290607, ,,M,31.983,-80.567,5/7/04,5,7,2004,125,EST,,,150.6,CALC,,,,,,,juv,,,,,M,BIO,LL,,,290607,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290608, ,,M,31.983,-80.567,5/7/04,5,7,2004,114,EST,,,137.4,CALC,,,,,,,juv,,,,,M,BIO,LL,,,290608,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290609, ,,M,31.983,-80.567,5/7/04,5,7,2004,114,EST,,,137.4,CALC,,,,,,,juv,,,,,M,BIO,LL,,,290609,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290612, ,,M,31.983,-80.567,5/7/04,5,7,2004,131,EST,,,157.7,CALC,,,,,,,adu,,,,,M,BIO,LL,,,290612,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290613, ,,M,31.983,-80.017,5/7/04,5,7,2004,126,EST,,,151.8,CALC,,,,,,,adu,,,,,M,BIO,LL,,,290613,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290618, ,,M,31.983,-80.017,5/7/04,5,7,2004,137,EST,,,164.9,CALC,,,,,,,adu,,,,,M,BIO,LL,,,290618,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290625, ,,M,31.983,-80.017,5/7/04,5,7,2004,137,EST,,,164.9,CALC,,,,,,,adu,,,,,M,BIO,LL,,,290625,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290650, ,,M,32.417,-80.067,5/11/04,5,11,2004,124,EST,,,149.4,CALC,,,,,,,juv,,,,,M,BIO,LL,,,290650,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290653, ,,M,32.567,-79.033,5/12/04,5,12,2004,132,EST,,,158.9,CALC,,,,,,,adu,,,,,M,BIO,LL,,,290653,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290679, ,,M,33.067,-78.6,5/13/04,5,13,2004,130,EST,,,156.5,CALC,,,,,,,adu,,,,,M,BIO,LL,,,290679,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290706, ,,M,33.217,-77.9,5/13/04,5,13,2004,140,EST,,,168.5,CALC,,,,,,,adu,,,,,M,BIO,LL,,,290706,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290731, ,,M,33.517,-78.367,5/15/04,5,15,2004,127,MEAS,,,153,CALC,,,,,,,adu,,,,,M,BIO,LL,,,290731,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290750, ,,M,33.6,-77.433,5/18/04,5,18,2004,131,EST,,,157.7,CALC,,,,,,,adu,,,,,M,BIO,LL,,,290750,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290785, ,,M,34.25,-77.05,5/19/04,5,19,2004,132,EST,,,158.9,CALC,,,,,,,adu,,,,,M,BIO,LL,,,290785,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290893, ,,M,35.233,-75.483,5/25/04,5,25,2004,104,MEAS,,,125.5,CALC,,,,,,,juv,,,,,M,BIO,LL,,,290893,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,290937, ,,M,35.567,-75.367,5/26/04,5,26,2004,111,MEAS,,,133.8,CALC,,,,,,,juv,,,,,M,BIO,LL,,,290937,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291022, ,,M,35.733,-75.35,5/27/04,5,27,2004,115,MEAS,,,138.6,CALC,,,,,,,juv,,,,,M,BIO,LL,,,291022,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291100, ,,M,30.167,-81.35,8/26/04,8,26,2004,79,MEAS,,,95.6,CALC,,,,,,,juv,,,,,F,REC,RR,,,291100,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291103, ,,M,30.183,-81.35,5/28/05,5,28,2005,75,MEAS,,,90.8,CALC,,,,,,,juv,,,,,F,REC,RR,,,291103,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291104, ,,M,30.183,-81.35,5/28/05,5,28,2005,74,MEAS,,,89.6,CALC,,,,,,,juv,,,,,F,REC,RR,,,291104,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291105, ,,M,30.183,-81.35,5/28/05,5,28,2005,76,MEAS,,,92,CALC,,,,,,,juv,,,,,F,REC,RR,,,291105,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291106, ,,M,30.283,-81.35,5/28/05,5,28,2005,81,MEAS,,,98,CALC,,,,,,,juv,,,,,F,REC,RR,,,291106,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291108, ,,M,30.183,-81.35,7/14/05,7,14,2005,76,EST,,,92,CALC,,,,,,,juv,,,,,M,REC,RR,,,291108,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291110, ,,M,30.183,-81.35,7/2/05,7,2,2005,83,EST,,,100.4,CALC,,,,,,,juv,,,,,F,REC,RR,,,291110,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291114, ,,M,30.183,-81.35,5/28/05,5,28,2005,105,MEAS,,,126.7,CALC,,,,,,,juv,,,,,F,REC,RR,,,291114,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291117, ,,M,30.25,-81.35,8/15/04,8,15,2004,94,MEAS,,,113.5,CALC,,,,,,,juv,,,,,F,REC,RR,,,291117,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291118, ,,M,30.183,-81.35,8/18/04,8,18,2004,74,MEAS,,,89.6,CALC,,,,,,,juv,,,,,F,REC,RR,,,291118,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291160, ,,M,31.133,-81.4,8/6/04,8,6,2004,58,MEAS,,,70.5,CALC,,,,,,,neo,1,KG,EST,1,M,REC,RR,,,291160,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291412, ,,M,31.133,-81.4,7/17/04,7,17,2004,51,MEAS,,,62.1,CALC,,,,,,,neo,1,KG,EST,1,M,REC,RR,,,291412,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291413, ,,M,31.133,-81.4,7/24/04,7,24,2004,51,MEAS,,,62.1,CALC,,,,,,,neo,1,KG,EST,1,F,REC,RR,,,291413,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291416, ,,M,31.133,-81.4,7/24/04,7,24,2004,51,MEAS,,,62.1,CALC,,,,,,,neo,1,KG,EST,1,M,REC,RR,,,291416,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291435, ,,M,31.833,-81.033,7/25/04,7,25,2004,56,MEAS,,,68.1,CALC,,,,,,,neo,2,KG,MEAS,2,U,REC,RR,,,291435,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291525, ,,M,31.133,-81.4,7/10/04,7,10,2004,56,MEAS,,,68.1,CALC,,,,,,,neo,,,,,F,REC,RR,,,291525,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291527, ,,M,31.133,-81.4,7/11/04,7,11,2004,56,MEAS,,,68.1,CALC,,,,,,,neo,1,KG,EST,1,M,REC,RR,,,291527,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291529, ,,M,31.133,-81.4,7/25/04,7,25,2004,51,MEAS,,,62.1,CALC,,,,,,,neo,1,KG,EST,1,M,REC,RR,,,291529,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291531, ,,M,31.133,-81.4,7/25/04,7,25,2004,51,MEAS,,,62.1,CALC,,,,,,,neo,,,,,F,REC,RR,,,291531,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291533, ,,M,31.133,-81.4,8/8/04,8,8,2004,51,MEAS,,,62.1,CALC,,,,,,,neo,1,KG,EST,1,M,REC,RR,,,291533,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291844, ,,M,31.133,-81.4,5/30/05,5,30,2005,69,MEAS,,,83.6,CALC,,,,,,,juv,1,KG,EST,1,M,REC,RR,,,291844,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,291860, ,,M,31.133,-81.4,8/18/04,8,18,2004,51,MEAS,,,62.1,CALC,,,,,,,neo,1,KG,EST,1,F,REC,RR,,,291860,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292014, ,,M,29.25,-80.233,5/4/04,5,4,2004,166.3,CALC,,,200,EST,,,,,,,adu,45,KG,EST,45,U,BIO,LL,,,292014,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292101, ,,M,34.232,-76.515,8/8/04,8,8,2004,100.9,EST,,,125,EST,,,,,,,juv,11.9,KG,CALC,11.9,F,BIO,LL,,,292101,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292143,duplicate,,M,34.29,-77.485,8/9/06,8,9,2006,148,MEAS,,,179.5,MEAS,,,,,,,adu,40,KG,EST,40,F,BIO,LL,,,292143,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,R,,292143,duplicate,,M,34.491,-77.421,9/21/09,9,21,2009,148.9,EST,,,182.9,EST,,,,,,,adu,68,KG,EST,68,F,REC,RR,,,292143,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292461, ,,M,29.6,-80.867,7/31/06,7,31,2006,137,MEAS,,,164.9,CALC,,,,,,,adu,33,KG,EST,33,F,BIO,LL,,,292461,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292821, ,,M,31.133,-81.4,5/30/05,5,30,2005,81,MEAS,,,98,CALC,,,,,,,juv,1,KG,EST,1,U,REC,RR,,,292821,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292873, ,,M,31.133,-81.4,7/30/05,7,30,2005,51,EST,,,62.1,CALC,,,,,,,neo,1,KG,EST,1,F,REC,RR,,,292873,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292874, ,,M,31.133,-81.4,10/15/06,10,15,2006,74,MEAS,,,89.6,CALC,,,,,,,juv,3,KG,EST,3,M,REC,RR,,,292874,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292919, ,,M,25.717,-79.267,6/17/04,6,17,2004,118,MEAS,,,142.2,CALC,,,,,,,juv,,,,,M,BIO,LL,,,292919,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292924, ,,M,25.717,-79.267,6/17/04,6,17,2004,113,MEAS,,,136.2,CALC,,,,,,,juv,,,,,M,BIO,LL,,,292924,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292931, ,,M,25.717,-79.267,7/20/04,7,20,2004,120,MEAS,,,144.6,CALC,,,,,,,juv,,,,,M,BIO,LL,,,292931,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292933, ,,M,25.717,-79.267,7/20/04,7,20,2004,109,MEAS,,,131.4,CALC,,,,,,,juv,,,,,F,BIO,LL,,,292933,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292934, ,,M,25.717,-79.267,7/20/04,7,20,2004,116,MEAS,,,139.8,CALC,,,,,,,juv,,,,,M,BIO,LL,,,292934,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292947, ,,M,25.7,-79.233,7/2/04,7,2,2004,115,MEAS,,,138.6,CALC,,,,,,,juv,,,,,M,BIO,LL,,,292947,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292948, ,,M,25.717,-79.267,8/4/04,8,4,2004,120,MEAS,,,144.6,CALC,,,,,,,juv,,,,,M,BIO,LL,,,292948,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292950, ,,M,25.7,-79.233,11/4/04,11,4,2004,122,MEAS,,,147,CALC,,,,,,,juv,,,,,M,BIO,LL,,,292950,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292952, ,,M,25.7,-79.233,11/4/04,11,4,2004,105,MEAS,,,126.7,CALC,,,,,,,juv,,,,,F,BIO,LL,,,292952,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292967, ,,M,25.7,-79.3,11/16/05,11,16,2005,111,MEAS,,,133.8,CALC,,,,,,,juv,,,,,F,BIO,LL,,,292967,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292986, ,,M,25.733,-79.283,12/4/04,12,4,2004,111,MEAS,,,133.8,CALC,,,,,,,juv,,,,,M,BIO,LL,,,292986,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292997, ,,M,25.717,-79.267,10/3/04,10,3,2004,110,MEAS,,,132.6,CALC,,,,,,,juv,,,,,F,BIO,LL,,,292997,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292998, ,,M,25.717,-79.267,10/3/04,10,3,2004,104,MEAS,,,125.5,CALC,,,,,,,juv,,,,,M,BIO,LL,,,292998,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,292999, ,,M,25.717,-79.267,10/3/04,10,3,2004,127,MEAS,,,153,CALC,,,,,,,adu,,,,,F,BIO,LL,,,292999,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293080, ,,M,26.917,-80.067,3/5/05,3,5,2005,137,EST,,,164.9,CALC,,,,,,,adu,,,,,M,REC,RR,,,293080,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293081, ,,M,26.917,-80.067,12/14/04,12,14,2004,153.8,CALC,,,185,EST,,,,,,,adu,39,KG,EST,39,F,REC,RR,,,293081,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293082, ,,M,26.917,-80.067,12/3/04,12,3,2004,152.1,CALC,,,183,EST,,,,,,,adu,,,,,F,REC,RR,,,293082,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293085, ,,M,26.917,-80.067,3/5/05,3,5,2005,168,EST,,,202,CALC,,,,,,,adu,,,,,U,REC,RR,,,293085,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293086, ,,M,26.88,-80.051,3/5/05,3,5,2005,152,EST,,,182.8,CALC,,,,,,,adu,,,,,F,REC,RR,,,293086,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293087, ,,M,26.88,-80.051,3/6/05,3,6,2005,122,EST,,,147,CALC,,,,,,,juv,,,,,F,REC,RR,,,293087,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293088, ,,M,26.917,-80.067,3/6/05,3,6,2005,168,EST,,,202,CALC,,,,,,,adu,,,,,F,REC,RR,,,293088,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293089, ,,M,26.917,-80.067,3/5/05,3,5,2005,137,EST,,,164.9,CALC,,,,,,,adu,,,,,M,REC,RR,,,293089,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293167, ,,M,31.133,-81.4,5/21/04,5,21,2004,48,MEAS,,,58.5,CALC,,,,,,,neo,2,KG,EST,2,F,REC,RR,,,293167,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293175, ,,M,26.917,-80.067,3/6/05,3,6,2005,113.7,CALC,,,137,EST,,,,,,,juv,,,,,M,REC,RR,,,293175,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293176, ,,M,26.917,-80.067,3/6/05,3,6,2005,139.6,CALC,,,168,EST,,,,,,,adu,,,,,M,REC,RR,,,293176,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293177, ,,M,26.917,-80.067,3/6/05,3,6,2005,152,EST,,,182.8,CALC,,,,,,,adu,,,,,U,REC,RR,,,293177,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293178, ,,M,26.917,-80.067,3/2/06,3,2,2006,137.1,CALC,,,165,EST,,,,,,,adu,,,,,U,REC,RR,,,293178,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293179, ,,M,26.88,-80.051,4/5/05,4,5,2005,149.6,CALC,,,180,EST,,,,,,,adu,,,,,M,REC,RR,,,293179,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293180, ,,M,26.88,-80.051,3/2/06,3,2,2006,147.9,CALC,,,178,EST,,,,,,,adu,,,,,F,REC,RR,,,293180,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293181, ,,M,26.88,-80.051,7/11/07,7,11,2007,163,EST,,,196,CALC,,,,,,,adu,,,,,U,REC,RR,,,293181,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293183, ,,M,26.88,-80.051,7/11/07,7,11,2007,178,EST,,,213.9,CALC,,,,,,,adu,,,,,U,REC,RR,,,293183,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293184, ,,M,26.88,-80.051,3/25/05,3,25,2005,130.4,CALC,,,157,EST,,,,,,,adu,,,,,M,REC,RR,,,293184,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293215, ,,M,31.133,-81.4,6/17/04,6,17,2004,56,MEAS,,,68.1,CALC,,,,,,,neo,1,KG,EST,1,M,REC,RR,,,293215,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293218, ,,M,31.133,-81.4,7/21/04,7,21,2004,51,EST,,,62.1,CALC,,,,,,,neo,,,,,F,REC,RR,,,293218,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293220, ,,M,31.133,-81.4,7/26/04,7,26,2004,46,MEAS,,,56.1,CALC,,,,,,,neo,,,,,F,REC,RR,,,293220,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293250, ,,M,31.133,-81.4,6/1/04,6,1,2004,71,MEAS,,,86,CALC,,,,,,,juv,2,KG,EST,2,M,REC,RR,,,293250,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293267, ,,M,31.133,-81.4,6/15/04,6,15,2004,51,MEAS,,,62.1,CALC,,,,,,,neo,2,KG,EST,2,M,REC,RR,,,293267,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293283, ,,M,31.133,-81.4,7/1/04,7,1,2004,51,MEAS,,,62.1,CALC,,,,,,,neo,1,KG,EST,1,M,REC,RR,,,293283,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293288, ,,M,31.133,-81.4,7/11/04,7,11,2004,51,MEAS,,,62.1,CALC,,,,,,,neo,1,KG,EST,1,F,REC,RR,,,293288,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293289, ,,M,31.133,-81.4,7/9/04,7,9,2004,51,MEAS,,,62.1,CALC,,,,,,,neo,1,KG,EST,1,F,REC,RR,,,293289,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,R,,293297,duplicate,,M,31.133,-81.417,7/25/04,7,25,2004,55,EST,,,66.9,CALC,,,,,,,neo,,,,,F,REC,RR,,,293297,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293297,duplicate,,M,31.133,-81.4,6/26/04,6,26,2004,51,MEAS,,,62.1,CALC,,,,,,,neo,1,KG,EST,1,F,REC,RR,,,293297,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293305, ,,M,31.133,-81.4,6/19/04,6,19,2004,53,MEAS,,,64.5,CALC,,,,,,,neo,7,KG,EST,7,M,REC,RR,,,293305,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293517, ,,M,28.54,-80.477,11/14/14,11,14,2014,115.8,MEAS,,,143,MEAS,,,,,,,juv,18.2,KG,CALC,18.2,M,BIO,LL,,,293517,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293520, ,,M,28.533,-80.567,8/16/04,8,16,2004,105,MEAS,,,126.7,CALC,,,,,,,juv,,,,,F,BIO,LL,,,293520,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293525, ,,M,28.467,-80.517,8/16/04,8,16,2004,145.4,CALC,,,175,EST,,,,,,,adu,,,,,F,BIO,LL,,,293525,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293529, ,,M,28.417,-80.583,8/16/04,8,16,2004,103.6,CALC,,,125,EST,,,,,,,juv,,,,,F,BIO,LL,,,293529,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293531, ,,M,28.417,-80.583,8/16/04,8,16,2004,145.4,CALC,,,175,EST,,,,,,,adu,,,,,F,BIO,LL,,,293531,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293557, ,,M,28.467,-80.517,6/24/04,6,24,2004,92,MEAS,,,111.1,CALC,,,,,,,juv,,,,,M,BIO,LL,,,293557,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293558, ,,M,28.467,-80.517,6/24/04,6,24,2004,107.8,CALC,,,130,MEAS,,,,,,,juv,,,,,F,BIO,LL,,,293558,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,293560, ,,M,28.467,-80.533,6/24/04,6,24,2004,111,MEAS,,,133.8,CALC,,,,,,,juv,,,,,F,BIO,LL,,,293560,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,294473, ,,M,31.133,-81.4,7/8/05,7,8,2005,51,MEAS,,,62.1,CALC,,,,,,,neo,1,KG,EST,1,F,REC,RR,,,294473,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,294474, ,,M,31.133,-81.4,7/18/05,7,18,2005,66,EST,,,80,CALC,,,,,,,juv,1,KG,EST,1,F,REC,RR,,,294474,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,294757, ,,M,38.167,-74.833,6/24/07,6,24,2007,101.1,CALC,,,122,EST,,,,,,,juv,18,KG,EST,18,U,REC,RR,,,294757,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,294985, ,,M,32.583,-80,8/19/04,8,19,2004,76,MEAS,,,92,CALC,,,,,,,juv,7,KG,EST,7,M,REC,RR,,,294985,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,294986, ,,M,32.583,-80,8/19/04,8,19,2004,77,MEAS,,,93.2,CALC,,,,,,,juv,9,KG,EST,9,M,REC,RR,,,294986,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,294987, ,,M,32.583,-80,8/19/04,8,19,2004,99,MEAS,,,119.5,CALC,,,,,,,juv,14,KG,EST,14,F,REC,RR,,,294987,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,295294, ,,M,38.217,-75.033,8/29/04,8,29,2004,126.2,CALC,,,152,EST,,,,,,,adu,27,KG,EST,27,M,REC,RR,,,295294,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,295357, ,,M,31.7,-81.15,7/5/05,7,5,2005,62,MEAS,,,75.3,CALC,,,,,,,juv,2,KG,EST,2,M,REC,RR,,,295357,Atlantic_CCL_COASTSPAN.xlsx
