SPECIES,COMMON,SOURCE,DATATYPE,TAG,TAGNO, ,TAGEVENT,TAGTYPE,LATDEC,LONDEC,DATE,MONTH,DAY,YEAR,FL_CM,FL_DET,PCL_CM,PCL_DET,TL_CM,TL_DET,STL_CM,STL_DET,SL_CM,SL_DET,LENGTHS_DET,LIFESTAGE_AUTHOR,LIFESTAGE_HMS_EFH,WT_A,WT_A_UNITS,WT_DET,WT_KG,SEX,OCC,GEAR,LOC,NOTES,Source ID,SourceFile
Carcharhinus limbatus,Blacktip,CSTP,T,,543, ,,RR,27.517,-80.283,3/27/65,3,27,1965,126.2,CALC,,,152,EST,,,,,,,adu,,,,,M,BIO,LL,,,543,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,544, ,,RR,27.517,-80.283,3/27/65,3,27,1965,126.2,CALC,,,152,EST,,,,,,,adu,,,,,M,BIO,LL,,,544,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,545, ,,RR,27.517,-80.283,3/27/65,3,27,1965,139.6,CALC,,,168,EST,,,,,,,adu,,,,,M,BIO,LL,,,545,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,546, ,,RR,27.517,-80.283,3/27/65,3,27,1965,126.2,CALC,,,152,EST,,,,,,,adu,,,,,M,BIO,LL,,,546,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,547, ,,RR,27.35,-80.283,3/27/65,3,27,1965,68.5,CALC,,,83,EST,,,,,,,juv,,,,,F,BIO,RR,,,547,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,548, ,,RR,27.517,-80.283,3/27/65,3,27,1965,68.5,CALC,,,83,EST,,,,,,,juv,,,,,U,BIO,LL,,,548,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,549, ,,RR,27.517,-80.283,3/27/65,3,27,1965,68.5,CALC,,,83,EST,,,,,,,juv,,,,,U,BIO,LL,,,549,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,550, ,,RR,27.5,-80.283,3/27/65,3,27,1965,68.5,CALC,,,83,EST,,,,,,,juv,,,,,F,NR,GN,,,550,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,T,,562, ,,VIMS HP-S,37.126,-75.723,6/20/12,6,20,2012,116.5,MEAS,104,MEAS,146,MEAS,,,,,,,juv,,,,,F,BIO,LL,,,LL20120601010,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,T,,681, ,,VIMS HP-S,37.133,-75.708,6/17/10,6,17,2010,117,MEAS,103,MEAS,141,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL20100601006,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,T,,695,#REF!,,VIMS HP-S,37.133,-75.708,6/17/10,6,17,2010,118,MEAS,105,MEAS,146,MEAS,,,,,,,juv,,,,,F,BIO,LL,,,LL20100601006,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,T,,929,#REF!,,VIMS HP-S,36.985,-75.349,10/3/13,10,3,2013,125,MEAS,110,MEAS,147,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL20130901005,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,T,,935,#REF!,,VIMS HP-S,36.985,-75.349,10/3/13,10,3,2013,143,MEAS,127,MEAS,168,MEAS,,,,,,,adu,,,,,F,BIO,LL,,,LL20130901005,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,T,,951,#REF!,,VIMS HP-S,37.113,-75.713,6/26/14,6,26,2014,127,MEAS,115,MEAS,158,MEAS,,,,,,,adu,,,,,M,BIO,LL,,,LL20140601005,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,T,,957,#REF!,,VIMS HP-S,36.686,-75.911,6/23/14,6,23,2014,92,MEAS,83,MEAS,104,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL20140601001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1032,#REF!,,BR,31.15,-81.433,6/21/00,6,21,2000,55,MEAS,,,66.9,CALC,,,,,,,neo,2,KG,MEAS,2,F,BIO,LL,,,1032,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1036, ,,BR,31.15,-81.417,6/21/00,6,21,2000,57,MEAS,,,69.3,CALC,,,,,,,neo,2,KG,MEAS,2,F,BIO,LL,,,1036,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1037, ,,BR,31.15,-81.417,6/21/00,6,21,2000,57,MEAS,,,69.3,CALC,,,,,,,neo,1,KG,MEAS,1,F,BIO,LL,,,1037,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1045, ,,BR,31.15,-81.433,6/23/00,6,23,2000,50,MEAS,,,60.9,CALC,,,,,,,neo,1,KG,MEAS,1,F,BIO,LL,,,1045,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1048, ,,BR,31.233,-81.333,7/20/00,7,20,2000,53,MEAS,,,64.5,CALC,,,,,,,neo,1,KG,MEAS,1,M,BIO,LL,,,1048,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1056, ,,BR,30.95,-81.4,8/5/98,8,5,1998,55,MEAS,,,66.9,CALC,,,,,,,neo,,,,,M,BIO,OTTER TRAWL,,,1056,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1067, ,,BR,31.15,-81.433,7/24/00,7,24,2000,55,MEAS,,,66.9,CALC,,,,,,,neo,2,KG,MEAS,2,M,BIO,LL,,,1067,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1073, ,,BR,31.15,-81.45,7/24/00,7,24,2000,53,MEAS,,,64.5,CALC,,,,,,,neo,2,KG,MEAS,2,M,BIO,LL,,,1073,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1089, ,,BR,31.267,-81.317,7/19/00,7,19,2000,53,MEAS,,,64.5,CALC,,,,,,,neo,2,KG,MEAS,2,F,BIO,LL,,,1089,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1104, ,,BR,31.167,-81.433,8/11/00,8,11,2000,54,MEAS,,,65.7,CALC,,,,,,,neo,2,KG,MEAS,2,F,BIO,LL,,,1104,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1106, ,,BR,31.15,-81.433,8/14/00,8,14,2000,52,MEAS,,,63.3,CALC,,,,,,,neo,1,KG,MEAS,1,F,BIO,RR,,,1106,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1110, ,,BR,31.233,-81.333,8/17/00,8,17,2000,55,MEAS,,,66.9,CALC,,,,,,,neo,2,KG,MEAS,2,M,BIO,RR,,,1110,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1111, ,,BR,31.233,-81.333,8/17/00,8,17,2000,52,MEAS,,,63.3,CALC,,,,,,,neo,2,KG,MEAS,2,F,BIO,LL,,,1111,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1113, ,,BR,31.317,-81.333,8/18/00,8,18,2000,62,MEAS,,,75.3,CALC,,,,,,,juv,3,KG,MEAS,3,M,BIO,LL,,,1113,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1125, ,,BR,30.967,-81.433,9/14/00,9,14,2000,63,MEAS,,,76.4,CALC,,,,,,,juv,3,KG,EST,3,F,BIO,RR,,,1125,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1157, ,,BR,31.85,-81.067,5/10/01,5,10,2001,48,MEAS,,,58.5,CALC,,,,,,,neo,1,KG,MEAS,1,M,BIO,LL,,,1157,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,T,,1280, ,,VIMS HP-S,36.685,-75.913,8/11/13,8,11,2013,136,MEAS,120,MEAS,162,MEAS,,,,,,,adu,,,,,F,BIO,LL,,,LL20130801001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1307, ,,BR,31.15,-81.433,7/11/02,7,11,2002,53,MEAS,,,64.5,CALC,,,,,,,neo,2,KG,MEAS,2,M,BIO,LL,,,1307,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1308, ,,BR,31.15,-81.433,7/11/02,7,11,2002,52,MEAS,,,63.3,CALC,,,,,,,neo,2,KG,EST,2,M,BIO,LL,,,1308,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1312, ,,BR,31.15,-81.433,7/11/02,7,11,2002,54,MEAS,,,65.7,CALC,,,,,,,neo,2,KG,MEAS,2,F,BIO,LL,,,1312,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1343, ,,M,25.667,-77.833,8/21/65,8,21,1965,88.6,CALC,,,107,EST,,,,,,,juv,,,,,F,REC,LL,,,1343,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1347, ,,BR,31.383,-81.3,7/6/01,7,6,2001,86,MEAS,,,103.9,CALC,,,,,,,juv,7,KG,MEAS,7,F,BIO,LL,,,1347,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1354, ,,BR,31.533,-81.283,9/9/01,9,9,2001,50,MEAS,,,60.9,CALC,,,,,,,neo,2,KG,MEAS,2,F,BIO,LL,,,1354,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1360, ,,BR,31.533,-81.267,7/13/01,7,13,2001,52,MEAS,,,63.3,CALC,,,,,,,neo,2,KG,MEAS,2,M,BIO,LL,,,1360,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1363, ,,BR,31.883,-81.1,8/18/01,8,18,2001,85,MEAS,,,102.7,CALC,,,,,,,juv,,,,,M,BIO,LL,,,1363,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1373, ,,BR,31.533,-81.283,8/3/01,8,3,2001,56,MEAS,,,68.1,CALC,,,,,,,neo,2,KG,MEAS,2,F,BIO,LL,,,1373,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1378, ,,BR,31.733,-81.217,7/20/01,7,20,2001,50,MEAS,,,60.9,CALC,,,,,,,neo,1,KG,MEAS,1,M,BIO,LL,,,1378,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1380, ,,BR,31.733,-81.2,7/20/01,7,20,2001,50,MEAS,,,60.9,CALC,,,,,,,neo,1,KG,MEAS,1,F,BIO,LL,,,1380,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,R,,1411,duplicate,,YR,37.367,-75.733,7/22/69,7,22,1969,116,MEAS,,,139.8,CALC,,,,,,,juv,,,,,M,NR,GN,,,1411,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1411,duplicate,,YR,37.367,-75.733,6/11/69,6,11,1969,122.5,MEAS,,,150,MEAS,,,,,,,juv,21.7,KG,CALC,21.7,M,NR,GN,,,1411,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1448, ,,BR,31.15,-81.45,6/4/03,6,4,2003,52,MEAS,,,63.3,CALC,,,,,,,neo,2,KG,MEAS,2,F,BIO,LL,,,1448,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1458,duplicate,,M,25.733,-79.233,12/30/84,12,30,1984,119,MEAS,,,143.4,CALC,,,,,,,juv,,,,,F,BIO,LL,,,1458,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1458,duplicate,,BR,31.8,-81,6/17/03,6,17,2003,70,MEAS,,,84.8,CALC,,,,,,,juv,4,KG,MEAS,4,M,BIO,OTTER TRAWL,,,1458,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1468, ,,BR,31.05,-81.467,6/26/03,6,26,2003,48,MEAS,,,58.5,CALC,,,,,,,neo,1,KG,MEAS,1,M,BIO,LL,,,1468,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1469, ,,BR,30.933,-81.433,6/27/03,6,27,2003,53,MEAS,,,64.5,CALC,,,,,,,neo,1,KG,MEAS,1,F,BIO,LL,,,1469,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1470, ,,BR,30.933,-81.483,6/27/03,6,27,2003,56,MEAS,,,68.1,CALC,,,,,,,neo,2,KG,MEAS,2,F,BIO,LL,,,1470,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1479, ,,M,25.733,-79.233,3/6/84,3,6,1984,154,MEAS,,,185.2,CALC,,,,,,,adu,,,,,F,BIO,FREE SWIMMING,,,1479,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,R,,1482,duplicate,,BR,27.5,-80.3,2/16/04,2,16,2004,74,MEAS,,,89.6,CALC,,,,,,,juv,,,,,M,REC,RR,,,1482,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1482,duplicate,,BR,30.933,-81.45,7/15/03,7,15,2003,52,MEAS,,,63.3,CALC,,,,,,,neo,1,KG,MEAS,1,M,BIO,OTTER TRAWL,,,1482,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1539, ,,M,25.717,-79.233,5/29/84,5,29,1984,115,MEAS,,,138.6,CALC,,,,,,,juv,11,KG,EST,11,F,BIO,LL,,,1539,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1541, ,,M,26.667,-80,6/19/65,6,19,1965,151.3,CALC,,,182,MEAS,,,,,,,adu,,,,,F,REC,LL,,,1541,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1625, ,,M,27.05,-80.1,8/8/65,8,8,1965,132.9,CALC,,,160,MEAS,,,,,,,adu,,,,,F,REC,LL,,,1625,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1636, ,,M,27.05,-80.1,8/8/65,8,8,1965,130.4,CALC,,,157,EST,,,,,,,adu,,,,,F,REC,RR,,,1636,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1667, ,,BR,31.1,-81.433,7/24/03,7,24,2003,56,MEAS,,,68.1,CALC,,,,,,,neo,2,KG,MEAS,2,M,BIO,LL,,,1667,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1672, ,,BR,31.15,-81.45,7/25/03,7,25,2003,54,MEAS,,,65.7,CALC,,,,,,,neo,1,KG,MEAS,1,M,BIO,LL,,,1672,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1681, ,,STREAMER,34.683,-76.767,7/26/64,7,26,1964,145.4,CALC,,,175,EST,,,,,,,adu,57,KG,EST,57,M,REC,RR,,,1681,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1685, ,,STREAMER,34.683,-76.767,8/1/64,8,1,1964,62.6,CALC,,,76,EST,,,,,,,juv,,,,,F,REC,RR,,,1685,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1718, ,,YR,35.183,-75.683,5/27/77,5,27,1977,119,MEAS,,,143.4,CALC,,,,,,,juv,14,KG,EST,14,M,REC,RR,,,1718,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1763, ,,BR,31.483,-81.3,6/21/04,6,21,2004,52,MEAS,,,63.3,CALC,,,,,,,neo,1,KG,MEAS,1,M,BIO,OTTER TRAWL,,,1763,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1764, ,,BR,31.483,-81.3,6/21/04,6,21,2004,49,MEAS,,,59.7,CALC,,,,,,,neo,1,KG,MEAS,1,F,BIO,OTTER TRAWL,,,1764,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1765, ,,BR,31.483,-81.3,6/21/04,6,21,2004,50,MEAS,,,60.9,CALC,,,,,,,neo,1,KG,MEAS,1,F,BIO,OTTER TRAWL,,,1765,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1810, ,,BR,30.983,-81.417,5/26/05,5,26,2005,55,MEAS,,,66.9,CALC,,,,,,,neo,2,KG,MEAS,2,F,BIO,LL,,,1810,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1838, ,,BR,31.183,-81.283,5/31/07,5,31,2007,87,MEAS,,,105.1,CALC,,,,,,,juv,7,KG,MEAS,7,F,BIO,LL,,,1838,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1884, ,,BR,31.183,-81.283,5/31/07,5,31,2007,72,MEAS,,,87.2,CALC,,,,,,,juv,4,KG,MEAS,4,M,BIO,LL,,,1884,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1885, ,,BR,30.85,-81.383,6/6/07,6,6,2007,73,MEAS,,,88.4,CALC,,,,,,,juv,4,KG,MEAS,4,M,BIO,LL,,,1885,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1889, ,,BR,30.833,-81.417,6/6/07,6,6,2007,54,MEAS,,,65.7,CALC,,,,,,,neo,2,KG,MEAS,2,M,BIO,LL,,,1889,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1895, ,,BR,30.95,-81.433,6/7/06,6,7,2006,50,MEAS,,,60.9,CALC,,,,,,,neo,2,KG,MEAS,2,M,BIO,LL,,,1895,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1900, ,,RR,6.333,-53.333,2/25/69,2,25,1969,82.7,CALC,,,100,EST,,,,,,,juv,,,,,F,REC,RR,,,1900,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1901, ,,RR,6.333,-53.333,2/25/69,2,25,1969,82.7,CALC,,,100,EST,,,,,,,juv,,,,,F,REC,RR,,,1901,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1902, ,,RR,6.333,-53.333,2/25/69,2,25,1969,91.1,CALC,,,110,EST,,,,,,,juv,,,,,M,REC,RR,,,1902,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1903, ,,RR,6.333,-53.333,2/25/69,2,25,1969,95.2,CALC,,,115,EST,,,,,,,juv,,,,,F,REC,RR,,,1903,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1904, ,,RR,6.333,-53.333,2/25/69,2,25,1969,82.7,CALC,,,100,EST,,,,,,,juv,,,,,F,REC,RR,,,1904,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1905, ,,RR,6.333,-53.333,2/25/69,2,25,1969,103.6,CALC,,,125,EST,,,,,,,juv,,,,,F,REC,RR,,,1905,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1906, ,,RR,6.333,-53.333,2/26/69,2,26,1969,112,CALC,,,135,EST,,,,,,,juv,,,,,M,REC,RR,,,1906,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1907, ,,RR,6.333,-53.333,3/26/69,3,26,1969,99.4,CALC,,,120,EST,,,,,,,juv,,,,,U,REC,RR,,,1907,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1915, ,,BR,32.633,-80.267,8/14/01,8,14,2001,64,MEAS,,,77.6,CALC,,,,,,,juv,,,,,M,BIO,GN,,,1915,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1922, ,,BR,32.633,-80.267,8/14/01,8,14,2001,87,MEAS,,,105.1,CALC,,,,,,,juv,,,,,M,BIO,GN,,,1922,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1932, ,,BR,32.633,-80.267,8/14/01,8,14,2001,57,MEAS,,,69.3,CALC,,,,,,,neo,,,,,M,BIO,GN,,,1932,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1936, ,,BR,32.633,-80.267,8/14/01,8,14,2001,56,MEAS,,,68.1,CALC,,,,,,,neo,,,,,M,BIO,GN,,,1936,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1940, ,,RR,6.333,-54.333,4/2/68,4,2,1968,50.1,CALC,,,61,EST,,,,,,,neo,,,,,M,REC,RR,,,1940,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1941, ,,RR,6.333,-54.333,4/2/68,4,2,1968,101.1,CALC,,,122,EST,,,,,,,juv,,,,,F,REC,RR,,,1941,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1942, ,,RR,6.333,-54.333,4/3/68,4,3,1968,152.1,CALC,,,183,EST,,,,,,,adu,,,,,F,REC,RR,,,1942,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1943, ,,RR,6.333,-54.333,4/3/68,4,3,1968,126.2,CALC,,,152,EST,,,,,,,adu,,,,,M,REC,RR,,,1943,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1944, ,,RR,6.333,-54.333,4/3/68,4,3,1968,101.1,CALC,,,122,EST,,,,,,,juv,,,,,F,REC,RR,,,1944,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1945, ,,RR,6.333,-54.333,4/3/68,4,3,1968,113.7,CALC,,,137,EST,,,,,,,juv,,,,,F,REC,RR,,,1945,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1946, ,,RR,6.333,-54.333,4/4/68,4,4,1968,101.1,CALC,,,122,EST,,,,,,,juv,,,,,M,REC,RR,,,1946,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1947, ,,RR,6.333,-54.333,4/4/68,4,4,1968,101.1,CALC,,,122,EST,,,,,,,juv,,,,,F,REC,RR,,,1947,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1949, ,,RR,6.333,-54.333,4/2/68,4,2,1968,86,CALC,,,104,EST,,,,,,,juv,,,,,F,REC,RR,,,1949,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1955, ,,BR,31.917,-80.917,8/9/05,8,9,2005,58,MEAS,,,70.5,CALC,,,,,,,neo,2,KG,MEAS,2,F,BIO,OTTER TRAWL,,,1955,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1956, ,,BR,31.917,-80.917,8/9/05,8,9,2005,62,MEAS,,,75.3,CALC,,,,,,,juv,3,KG,MEAS,3,F,BIO,OTTER TRAWL,,,1956,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1960, ,,RR,6.25,-55.25,9/10/67,9,10,1967,101.1,CALC,,,122,EST,,,,,,,juv,,,,,U,BIO,LL,,,1960,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1961, ,,RR,6.25,-55.25,9/10/67,9,10,1967,75.2,CALC,,,91,EST,,,,,,,juv,,,,,F,BIO,LL,,,1961,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1962, ,,RR,6.25,-55.25,9/10/67,9,10,1967,101.1,CALC,,,122,EST,,,,,,,juv,,,,,M,BIO,LL,,,1962,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1963, ,,RR,6.25,-55.25,9/10/67,9,10,1967,75.2,CALC,,,91,EST,,,,,,,juv,,,,,F,BIO,LL,,,1963,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1964, ,,RR,6.25,-55.25,9/10/67,9,10,1967,101.1,CALC,,,122,EST,,,,,,,juv,,,,,M,BIO,LL,,,1964,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1965, ,,RR,6.25,-55.25,9/10/67,9,10,1967,88.6,CALC,,,107,EST,,,,,,,juv,,,,,F,BIO,LL,,,1965,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1966, ,,RR,6.25,-55.25,9/10/67,9,10,1967,88.6,CALC,,,107,EST,,,,,,,juv,,,,,F,BIO,LL,,,1966,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1967, ,,RR,6.25,-55.25,9/10/67,9,10,1967,75.2,CALC,,,91,EST,,,,,,,juv,,,,,F,BIO,LL,,,1967,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1968, ,,RR,6.25,-55.25,9/10/67,9,10,1967,101.1,CALC,,,122,EST,,,,,,,juv,,,,,F,BIO,LL,,,1968,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1969, ,,RR,6.25,-55.25,9/10/67,9,10,1967,126.2,CALC,,,152,EST,,,,,,,adu,,,,,F,BIO,LL,,,1969,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1970, ,,RR,6.25,-55.25,9/11/67,9,11,1967,139.6,CALC,,,168,EST,,,,,,,adu,,,,,F,BIO,LL,,,1970,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,1971, ,,RR,6.25,-55.25,9/11/67,9,11,1967,113.7,CALC,,,137,EST,,,,,,,juv,,,,,F,BIO,LL,,,1971,Atlantic_CCL_COASTSPAN.xlsx
