SPECIES,COMMON,SOURCE,DATATYPE,TAG,TAGNO,TAGEVENT,TAGTYPE,LATDEC,LONDEC,DATE,MONTH,DAY,YEAR,FL_CM,FL_DET,TL_CM,TL_DET,PFCFL_CM,SL_CM,LENGTHS_DET,LJFL_CM,LJFL_DET,LIFESTAGE_AUTHOR,LIFESTAGE_HMS_EFH,WT_A,WT_A_UNITS,WT_DET,WT_KG,WT_MEAS,Dressed_WT_lb,SEX,OCC,GEAR,LOC,NOTES,Source_ID,SourceFile,DuplbyTagNo
Thunnus thynnus,Bluefin,CTS,T,Y,R019897,M,E,41.880,-70.330,9/17/1979,9,17,1979,277.7,RW_FL,,N,,,,,,NP,adu ,800,LB,,362.9,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019898,M,E,41.880,-70.330,9/17/1979,9,17,1979,289.6,RW_FL,,N,,,,,,NP,adu ,900,LB,,408.2,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019899,M,E,41.880,-70.330,9/17/1979,9,17,1979,277.7,RW_FL,,N,,,,,,NP,adu ,800,LB,,362.9,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,N,NA,R,NA,42.000,-70.000,9/18/1979,9,18,1979,286.8,DW_FL,,N,,,,,,NP,adu ,755,LB,,342.5,D_WT_MEAS,,NP,UNK,RR,US,UN,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,ST002202,M,E,41.800,-70.330,9/23/1979,9,23,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,HG,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,ST002204,M,E,41.800,-70.330,9/23/1979,9,23,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,HG,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,ST002208,M,E,41.800,-70.330,9/23/1979,9,23,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,HG,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,ST002209,M,E,41.800,-70.330,9/23/1979,9,23,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,HG,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,ST002648,M,E,41.800,-70.330,9/23/1979,9,23,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,HG,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019791,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019792,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019793,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019794,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019795,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019796,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019797,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019798,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019799,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019800,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019801,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019802,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019803,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019804,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019805,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019806,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019807,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019808,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019809,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019812,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019813,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019814,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019815,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019816,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019892,M,E,41.880,-70.330,9/24/1979,9,24,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019500,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019501,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019502,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019503,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019504,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019505,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019506,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019507,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019508,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019509,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019510,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019511,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019512,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019513,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019514,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019515,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019516,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019517,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019518,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019519,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019520,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019521,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019522,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019523,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019524,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019525,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019526,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019527,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019528,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019529,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019530,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019531,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019532,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019533,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019534,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019535,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019536,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019537,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019538,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019539,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019540,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019541,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019542,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019543,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019544,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019545,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019546,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019547,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019548,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019549,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019550,M,E,41.880,-70.330,9/26/1979,9,26,1979,283.8,RW_FL,,N,,,,,,NP,adu ,850,LB,,385.6,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019551,M,E,41.880,-70.330,9/26/1979,9,26,1979,283.8,RW_FL,,N,,,,,,NP,adu ,850,LB,,385.6,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019552,M,E,41.880,-70.330,9/26/1979,9,26,1979,283.8,RW_FL,,N,,,,,,NP,adu ,850,LB,,385.6,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019554,M,E,41.880,-70.330,9/26/1979,9,26,1979,283.8,RW_FL,,N,,,,,,NP,adu ,850,LB,,385.6,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019555,M,E,41.880,-70.330,9/26/1979,9,26,1979,283.8,RW_FL,,N,,,,,,NP,adu ,850,LB,,385.6,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019556,M,E,41.880,-70.330,9/26/1979,9,26,1979,283.8,RW_FL,,N,,,,,,NP,adu ,850,LB,,385.6,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019557,M,E,41.880,-70.330,9/26/1979,9,26,1979,283.8,RW_FL,,N,,,,,,NP,adu ,850,LB,,385.6,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019612,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019613,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019614,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019615,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019616,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019617,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019618,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019619,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019620,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019621,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019622,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019623,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019624,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019625,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,R019626,M,E,41.880,-70.330,9/26/1979,9,26,1979,264.9,RW_FL,,N,,,,,,NP,adu ,700,LB,,317.5,R_WT_EST,,NP,UNK,PS,US,,,BFT_CTS.xlsx,   
